,Board Number,Board Name,Board Type,School Number,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,Building Suite,P.O. Box,Street,Municipality,City,Province,Postal Code,Phone Number,Fax Number,School Website,Board Website,Enrolment,Latitude,Longitude,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Academic Mathematics,Change in Grade 9 Academic Mathematics Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Applied Mathematics,Change in Grade 9 Applied Mathematics Achievement Over Three Years,Percentage of Students That Passed the Grade 10 OSSLT on Their First Attempt,Change in Grade 10 OSSLT Literacy Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,"Percentage of Students Whose Parents Have No Degree, Diploma or Certificate",Extract Date,Year
2003,B66206,Limestone DSB,Pub Dist Sch Brd (E/F),893773,Bayridge Secondary School,Public,Not applicable,Secondary,English,9-12,,,1059 Taylor-Kidd Blvd,Kingston,Kingston,Ontario,K7M6J9,613-389-8932,613-389-3135,http://bayridgess.limestone.on.ca/,http://www.limestone.on.ca,520,44.25111,-76.5957,8,100,2,2,37,0,,,,90%,7.0,59%,20.0,73%,-8.0,7,2,5-May-23,2020
2013,B66206,Limestone DSB,Pub Dist Sch Brd (E/F),909181,Ernestown Secondary School,Public,Not applicable,Secondary,English,9-12,,,50 Main St,Loyalist,Odessa,Ontario,K0H2H0,613-386-3054,613-386-3342,http://ernestownss.limestone.on.ca/,http://www.limestone.on.ca,420,44.27701,-76.7272,0,100,0,0,45,0,,,,69%,18.0,22%,-9.0,74%,-10.0,5,0,5-May-23,2020
2015,B66206,Limestone DSB,Pub Dist Sch Brd (E/F),911135,Frontenac Secondary School,Public,Not applicable,Secondary,English,9-12,,,1789 Bath Rd,Kingston,Kingston,Ontario,K7M4Y3,613-389-2130,613-389-8042,http://frontenacss.limestone.on.ca/,http://www.limestone.on.ca,955,44.23707,-76.5768,5,100,1,0,25,1,,,,89%,5.0,50%,5.0,85%,-1.0,8,2,5-May-23,2020
2018,B66206,Limestone DSB,Pub Dist Sch Brd (E/F),930348,Granite Ridge Education Centre Secondary School,Public,Not applicable,Secondary,English,9-12,,,14432 Road 38,South Frontenac,Sharbot Lake,Ontario,K0H2P0,613-279-2131,613-279-3326,https://grec.limestone.on.ca/,http://www.limestone.on.ca,155,44.78436,-76.6794,0,100,0,0,50,0,,,,43%,-13.0,25%,,62%,-12.0,20,10,5-May-23,2020
2024,B66206,Limestone DSB,Pub Dist Sch Brd (E/F),936740,Katarokwi Learning Centre,Public,Not applicable,Secondary,English,9-12,,,38 Cowdy St,Kingston,Kingston,Ontario,K7K3V9,613-546-3462,613-548-3361,https://limestone.ss16.sharpschool.com/cms/One.aspx?portalId=352782&pageId=639953,http://www.limestone.on.ca,220,44.25392,-76.502,0,100,0,0,10,0,,,,N/D,,N/D,,N/R,,35,5,5-May-23,2020
2025,B66206,Limestone DSB,Pub Dist Sch Brd (E/F),931089,Kingston Secondary School,Public,Not applicable,Secondary,English,9-12,,,145 Kirkpatrick Street,Kingston,Kingston,Ontario,K7K2P4,613-544-4811,,,http://www.limestone.on.ca,940,44.25448,-76.5015,9,100,1,2,30,0,,,,,,,,,,24,7,5-May-23,2020
2026,B66206,Limestone DSB,Pub Dist Sch Brd (E/F),920592,La Salle Secondary School,Public,Not applicable,Secondary,English,9-12,,,773 Highway 15,Kingston,Kingston,Ontario,K7L4V3,613-546-1737,613-545-9220,https://lasalle.limestone.on.ca/,http://www.limestone.on.ca,700,44.25317,-76.4588,4,98,1,1,30,0,,,,91%,12.0,57%,8.0,66%,-16.0,5,1,5-May-23,2020
2030,B66206,Limestone DSB,Pub Dist Sch Brd (E/F),962236,Limestone School of Community Education,Public,Alternative,Secondary,English,9-12,,,164 Van Order Ave,Kingston,Kingston,Ontario,K7M1C1,613-542-7369,613-546-9545,http://limestonecommunityed.ca/,http://www.limestone.on.ca,SP,44.23788,-76.5213,SP,SP,SP,SP,SP,SP,,,,,,,,N/R,,SP,SP,5-May-23,2020
2033,B66206,Limestone DSB,Pub Dist Sch Brd (E/F),924130,Loyalist Collegiate and Vocational Institute,Public,Not applicable,Secondary,English,9-12,,,153 Van Order Dr,Kingston,Kingston,Ontario,K7M1B9,613-546-5575,613-546-0177,http://lcvi.limestone.on.ca/,http://www.limestone.on.ca,625,44.23844,-76.5203,21,99,11,11,36,0,,,,85%,16.0,32%,-1.0,78%,2.0,23,6,5-May-23,2020
2038,B66206,Limestone DSB,Pub Dist Sch Brd (E/F),927902,Napanee District Secondary School,Public,Not applicable,Secondary,English,9-12,,,245 Belleville Rd,Greater Napanee,Napanee,Ontario,K7R3M7,613-354-3381,613-354-1206,http://napaneedss.limestone.on.ca/,http://www.limestone.on.ca,895,44.24905,-76.9598,1,99,1,0,37,0,,,,68%,-8.0,33%,-4.0,64%,-5.0,15,4,5-May-23,2020
2040,B66206,Limestone DSB,Pub Dist Sch Brd (E/F),890596,North Addington Education Centre,Public,Not applicable,Secondary,English,9-12,,,14196 Highway 41,Addington Highlands,Cloyne,Ontario,K0H1K0,613-336-8991,613-336-8209,http://naec.limestone.on.ca/,http://www.limestone.on.ca,105,44.81661,-77.1865,0,100,5,0,50,0,,,,N/R,,N/R,,67%,26.0,30,20,5-May-23,2020
2052,B66206,Limestone DSB,Pub Dist Sch Brd (E/F),946494,Sydenham High School,Public,Not applicable,Secondary,English,9-12,,,2860 Rutledge Rd,South Frontenac,Sydenham,Ontario,K0H2T0,613-376-3612,613-376-3442,http://sydenhamhs.limestone.on.ca/,http://www.limestone.on.ca,660,44.40747,-76.5951,1,100,1,0,34,0,,,,81%,-7.0,82%,30.0,72%,-1.0,7,2,5-May-23,2020
2063,B67032,London District Catholic School Board,Cath Dist Sch Brd (E/F),695734,Catholic Central High School,Catholic,Not applicable,Secondary,English,9-12,,,450 Dundas St,London,London,Ontario,N6B3K3,519-675-4431,519-675-4431,www.ldcsb.ca/school/CCH,http://ldcsb.on.ca,1090,42.98733,-81.2395,28,99,16,17,10,2,,,,73%,4.0,24%,-5.0,85%,11.0,24,11,5-May-23,2020
2064,B67032,London District Catholic School Board,Cath Dist Sch Brd (E/F),704253,Holy Cross Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,367 Second St,Strathroy-Caradoc,Strathroy,Ontario,N7G4K6,519-660-2796,519-245-7693,https://www.ldcsb.ca/school/HCC/,http://ldcsb.on.ca,400,42.98065,-81.6068,0,100,0,0,20,0,,,,69%,-3.0,51%,7.0,67%,-11.0,5,0,5-May-23,2020
2068,B67032,London District Catholic School Board,Cath Dist Sch Brd (E/F),724513,John Paul II Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,1300 Oxford St E,London,London,Ontario,N5V4P7,519-675-4432,519-457-3680,https://www.ldcsb.ca/school/JP2/,http://ldcsb.on.ca,870,43.0106,-81.2083,20,99,14,13,19,0,,,,72%,-11.0,30%,-3.0,72%,2.0,25,16,5-May-23,2020
2069,B67032,London District Catholic School Board,Cath Dist Sch Brd (E/F),819769,LDCSB Online School High School,Catholic,Not applicable,Secondary,English,9-12,,,5200 Wellington Road,London,London,Ontario,N6E3X8,519-663-2088,,,http://ldcsb.on.ca,,42.8944,-81.2013,,,,,,,,,,,,,,,,,,5-May-23,2020
2072,B67032,London District Catholic School Board,Cath Dist Sch Brd (E/F),733032,Mother Teresa Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,1065 Sunningdale Rd E,London,London,Ontario,N5X4B1,519-675-4433,519-675-4433,https://www.ldcsb.ca/school/MTS/,http://ldcsb.on.ca,1045,43.04906,-81.2519,25,96,5,5,10,1,,,,87%,-4.0,48%,-6.0,89%,-4.0,18,5,5-May-23,2020
2076,B67032,London District Catholic School Board,Cath Dist Sch Brd (E/F),752827,Regina Mundi College,Catholic,Not applicable,Secondary,English,9-12,,,5250 Wellington Rd South,London,London,Ontario,N6E3X8,519-660-2797,519-685-2569,https://www.ldcsb.ca/school/RMC/,http://ldcsb.on.ca,620,42.89444,-81.2013,17,100,5,5,19,1,,,,48%,-13.0,12%,-4.0,77%,9.0,22,7,5-May-23,2020
2087,B67032,London District Catholic School Board,Cath Dist Sch Brd (E/F),810916,St Joseph's High School,Catholic,Not applicable,Secondary,English,9-12,,,100 Bill Martyn Pkwy RR 4,St. Thomas,St. Thomas,Ontario,N5R6A7,519-675-4434,519-631-6722,https://www.ldcsb.ca/school/SJH/,http://ldcsb.on.ca,795,42.7538,-81.168,1,100,0,1,18,0,,,,71%,1.0,69%,20.0,81%,1.0,11,6,5-May-23,2020
2095,B67032,London District Catholic School Board,Cath Dist Sch Brd (E/F),831190,St Mary's High School,Catholic,Not applicable,Secondary,English,9-12,,,431 Juliana Dr,Woodstock,Woodstock,Ontario,N4V1E8,519-675-4435,519-675-4435,https://www.ldcsb.ca/school/SMH/,http://ldcsb.on.ca,595,43.1139,-80.7507,4,100,3,2,25,0,,,,76%,-4.0,51%,13.0,71%,-11.0,8,6,5-May-23,2020
2105,B67032,London District Catholic School Board,Cath Dist Sch Brd (E/F),854280,St Thomas Aquinas Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,1360 Oxford St W,London,London,Ontario,N6H1W2,519-660-2798,519-660-2798,www.ldcsb.ca/school/STA,http://ldcsb.on.ca,985,42.9691,-81.3348,7,100,5,5,16,0,,,,76%,-1.0,56%,-10.0,89%,-1.0,11,1,5-May-23,2020
2108,B67032,London District Catholic School Board,Cath Dist Sch Brd (E/F),763602,St. Andre Bessette Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,2727 Tokala Trail,London,London,Ontario,N6G0L8,519-675-4717,,www.ldcsb.ca/school/SAB,http://ldcsb.on.ca,1180,43.01509,-81.3284,20,100,7,6,13,0,,,,77%,0.0,58%,13.0,80%,-8.0,17,3,5-May-23,2020
2117,B28037,Near North DSB,Pub Dist Sch Brd (E/F),943630,Almaguin Highlands Secondary School,Public,Not applicable,Secondary,English,9-12,,Box 250,21 Mountain View Road,South River,South River,Ontario,P0A1X0,705-472-5563,705-386-0004,http://www.nearnorthschools.ca/almaguin/,http://www.nearnorthschools.ca,525,45.84149,-79.3774,2,99,1,1,43,0,,,,56%,0.0,34%,-4.0,69%,8.0,21,9,5-May-23,2020
2121,B28037,Near North DSB,Pub Dist Sch Brd (E/F),901385,Chippewa Secondary School,Public,Not applicable,Secondary,English,9-12,,,539 Chippewa St W,North Bay,North Bay,Ontario,P1B6G8,705-475-2341,705-476-0845,http://www.nearnorthschools.ca/chippewa/,http://www.nearnorthschools.ca,935,46.31032,-79.464,5,100,2,2,27,0,,,,81%,8.0,20%,-44.0,72%,-16.0,14,4,5-May-23,2020
2125,B28037,Near North DSB,Pub Dist Sch Brd (E/F),925179,F J McElligott Secondary School,Public,Not applicable,Secondary,English,9-12,,Box 100,370 Pine St,Mattawa,Mattawa,Ontario,P0H1V0,705-472-5720,705-744-0786,http://www.nearnorthschools.ca/fj-mcelligott/,http://www.nearnorthschools.ca,100,46.31676,-78.7043,0,100,0,0,30,0,,,,75%,,60%,-4.0,55%,-1.0,20,0,5-May-23,2020
2138,B28037,Near North DSB,Pub Dist Sch Brd (E/F),946109,Northern Secondary School,Public,Not applicable,Secondary,English,9-12,,,175 Ethel St,West Nipissing,Sturgeon Falls,Ontario,P2B2Z8,705-472-5322,705-753-2400,http://www.nearnorthschools.ca/northern/,http://www.nearnorthschools.ca,155,46.37393,-79.9203,0,100,0,0,35,0,,,,N/R,,40%,21.0,53%,-15.0,20,10,5-May-23,2020
2139,B28037,Near North DSB,Pub Dist Sch Brd (E/F),934275,Parry Sound High School,Public,Not applicable,Secondary,English,9-12,,,111 Isabella St,Parry Sound,Parry Sound,Ontario,P2A1N2,705-773-7979,705-746-6140,http://www.nearnorthschools.ca/parry-sound/,http://www.nearnorthschools.ca,635,45.35411,-80.0366,1,100,0,1,35,0,,,,84%,-5.0,46%,-3.0,61%,-9.0,16,5,5-May-23,2020
2150,B28037,Near North DSB,Pub Dist Sch Brd (E/F),951463,West Ferris Secondary School,Public,Not applicable,Secondary,English,9-12,,,60 Marshall Pk Dr,North Bay,North Bay,Ontario,P1A2P2,705-475-2333,705-497-7945,http://www.nearnorthschools.ca/west-ferris/,http://www.nearnorthschools.ca,720,46.2779,-79.4359,2,100,0,1,30,0,,,,65%,-21.0,25%,-53.0,68%,-12.0,17,4,5-May-23,2020
2156,B67156,Niagara CDSB,Cath Dist Sch Brd (E/F),690791,Blessed Trinity Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,145 Livingston Ave,Grimsby,Grimsby,Ontario,L3M5J6,905-945-6706,905-945-2205,http://www.blessedtrinitycss.ca/,http://www.niagaracatholic.ca,1065,43.1974,-79.5805,5,100,1,1,20,0,,,,84%,2.0,43%,7.0,86%,0.0,8,2,5-May-23,2020
2158,B67156,Niagara CDSB,Cath Dist Sch Brd (E/F),703796,Denis Morris Catholic High School,Catholic,Not applicable,Secondary,English,9-12,,,40 Glen Morris Dr,St. Catharines,St Catharines,Ontario,L2T2M9,905-684-8731,905-684-4050,http://www.denismorris.ca/,http://www.niagaracatholic.ca,840,43.13933,-79.2366,14,100,5,5,26,0,,,,88%,0.0,42%,0.0,76%,-9.0,18,9,5-May-23,2020
2160,B67156,Niagara CDSB,Cath Dist Sch Brd (E/F),715247,Holy Cross Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,460 Linwell Rd,St. Catharines,St Catharines,Ontario,L2M2P9,905-937-6446,905-937-0630,http://www.holycrossraiders.com/,http://www.niagaracatholic.ca,600,43.20199,-79.2175,21,100,6,6,17,1,,,,71%,-17.0,17%,-19.0,77%,-5.0,16,7,5-May-23,2020
2162,B67156,Niagara CDSB,Cath Dist Sch Brd (E/F),726087,Lakeshore Catholic High School,Catholic,Not applicable,Secondary,English,9-12,,,150 Janet St,Port Colborne,Port Colborne,Ontario,L3K2E7,905-835-2451,905-835-0434,http://www.lakeshorecatholic.ca/,http://www.niagaracatholic.ca,665,42.89627,-79.2444,3,99,0,0,23,1,,,,73%,0.0,32%,-5.0,84%,-4.0,17,5,5-May-23,2020
2166,B67156,Niagara CDSB,Cath Dist Sch Brd (E/F),740195,Notre Dame College School,Catholic,Not applicable,Secondary,English,9-12,,,64 Smith St,Welland,Welland,Ontario,L3C4H4,905-788-3060,905-788-2375,http://notredamewelland.com/Home,http://www.niagaracatholic.ca,1010,43.0004,-79.2469,7,99,1,1,24,1,,,,76%,-4.0,31%,-10.0,83%,-1.0,16,4,5-May-23,2020
2173,B67156,Niagara CDSB,Cath Dist Sch Brd (E/F),699986,Pope Francis Catholic Secondary School,Catholic,Alternative,Secondary,English,9-12,,,8 Merritt Island,Welland,Welland,Ontario,L3B3E9,,,,http://www.niagaracatholic.ca,120,42.996065,-79.246589,5,100,0,0,0,0,,,,,,,,,,20,10,5-May-23,2020
2175,B67156,Niagara CDSB,Cath Dist Sch Brd (E/F),790818,Saint Francis Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,541 Lake St,St. Catharines,St Catharines,Ontario,L2N4H7,905-646-2002,905-646-1452,http://www.stfrancisphoenix.com/,http://www.niagaracatholic.ca,595,43.19382,-79.2533,18,100,5,5,18,2,,,,94%,16.0,78%,18.0,82%,-6.0,16,6,5-May-23,2020
2176,B67156,Niagara CDSB,Cath Dist Sch Brd (E/F),802740,Saint Kateri Tekakwitha Catholic Secondary School,Catholic,Alternative,Secondary,English,9-12,,,3054 Orchard Hill Rd,Thorold,Thorold,Ontario,L0S1E6,,,,http://www.niagaracatholic.ca,SP,43.08006919,-79.28380376,SP,SP,SP,SP,SP,SP,,,,,,,,,,SP,SP,5-May-23,2020
2177,B67156,Niagara CDSB,Cath Dist Sch Brd (E/F),773662,Saint Michael Catholic High School,Catholic,Not applicable,Secondary,English,9-12,,,8699 McLeod Rd,Niagara Falls,Niagara Falls,Ontario,L2H0Z2,905-356-5155,905-356-6626,http://www.saintmichaelmustangs.com/index.php,http://www.niagaracatholic.ca,985,43.0705,-79.1429,24,100,6,5,18,0,,,,96%,5.0,64%,10.0,89%,7.0,16,7,5-May-23,2020
2178,B67156,Niagara CDSB,Cath Dist Sch Brd (E/F),761710,Saint Paul Catholic High School,Catholic,Not applicable,Secondary,English,9-12,,,3834 Windermere Rd,Niagara Falls,Niagara Falls,Ontario,L2J2Y5,905-356-4313,905-356-6605,http://www.spchs.ca/,http://www.niagaracatholic.ca,605,43.11741,-79.1102,13,99,3,2,22,0,,,,90%,2.0,35%,-21.0,75%,-3.0,14,5,5-May-23,2020
2223,B29017,Nipissing-Parry Sound CDSB,Cath Dist Sch Brd (E/F),763659,St Joseph-Scollard Hall Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,675 O'Brien St,North Bay,North Bay,Ontario,P1B9R3,705-494-8600,705-494-4778,http://sjsh.npsc.ca,www.npsc.ca,875,46.32218,-79.4574,1,99,0,0,32,0,,,,81%,-9.0,32%,-20.0,78%,-2.0,13,4,5-May-23,2020
2231,B29009,Northeastern CDSB,Cath Dist Sch Brd (E/F),740454,O'Gorman High School,Catholic,Not applicable,Secondary,English,9-12,,,150 George Avenue,Timmins,Timmins,Ontario,P4N4M1,705-268-4501,705-267-1550,http://www.ncdsb.on.ca,ncdsb.on.ca,380,48.48569,-81.3396,10,95,0,0,25,0,,,,74%,10.0,27%,-9.0,69%,4.0,15,5,5-May-23,2020
2246,B67180,Ottawa CSB,Cath Dist Sch Brd (E/F),724777,All Saints Catholic High School,Catholic,Not applicable,Secondary,English,9-12,,,5115 Kanata Ave,Ottawa,Kanata,Ontario,K2K3K5,613-271-4254,613-591-8127,http://ash.ocsb.ca,http://www.ocsb.ca,940,45.32182,-75.926,12,98,3,2,24,0,,,,95%,2.0,69%,3.0,92%,6.0,7,2,5-May-23,2020
2264,B67180,Ottawa CSB,Cath Dist Sch Brd (E/F),724742,Holy Trinity Catholic High School,Catholic,Not applicable,Secondary,English,9-12,,,180 Katimavik Rd,Ottawa,Kanata,Ontario,K2L4A7,613-591-9955,613-592-4839,http://trh.ocsb.ca,http://www.ocsb.ca,1165,45.3081,-75.9023,21,97,6,6,23,0,,,,95%,4.0,72%,-8.0,85%,-6.0,8,1,5-May-23,2020
2266,B67180,Ottawa CSB,Cath Dist Sch Brd (E/F),721085,Immaculata High School,Catholic,Not applicable,Secondary,English,9-12,,,140 Main St,Ottawa,Ottawa,Ontario,K1S5P4,613-237-2001,613-563-8884,http://imh.ocsb.ca,http://www.ocsb.ca,665,45.41041,-75.6804,18,96,8,9,26,0,,,,92%,2.0,76%,56.0,83%,-4.0,28,9,5-May-23,2020
2268,B67180,Ottawa CSB,Cath Dist Sch Brd (E/F),689181,Lester B Pearson Catholic High School,Catholic,Not applicable,Secondary,English,9-12,,,2072 Jasmine Cres,Ottawa,Gloucester,Ontario,K1J8M5,613-741-4525,613-741-9593,http://lbh.ocsb.ca,http://www.ocsb.ca,660,45.44333,-75.5958,42,91,25,25,20,0,,,,82%,-1.0,21%,-18.0,71%,9.0,25,7,5-May-23,2020
2271,B67180,Ottawa CSB,Cath Dist Sch Brd (E/F),809020,Notre Dame High School,Catholic,Not applicable,Secondary,English,9-12,,,710 Broadview Ave,Ottawa,Ottawa,Ontario,K2A2M2,613-722-6565,613-722-7471,http://ndh.ocsb.ca,http://www.ocsb.ca,455,45.37861,-75.756,35,90,10,10,25,0,,,,77%,12.0,36%,2.0,74%,0.0,35,15,5-May-23,2020
2279,B67180,Ottawa CSB,Cath Dist Sch Brd (E/F),759970,Sacred Heart High School,Catholic,Not applicable,Secondary,English,9-12,,,5870 Abbott St,Ottawa,Stittsville,Ontario,K2S1X4,613-831-6643,613-831-6647,http://shh.ocsb.ca,http://www.ocsb.ca,1320,45.26395,-75.9106,4,100,1,1,26,0,,,,91%,3.0,52%,0.0,89%,-1.0,4,1,5-May-23,2020
2300,B67180,Ottawa CSB,Cath Dist Sch Brd (E/F),764914,St Joseph High School,Catholic,Not applicable,Secondary,English,9-12,,,3333 Greenbank Rd,Ottawa,Nepean,Ontario,K2J4J1,613-823-4797,613-823-9573,http://sjh.ocsb.ca,http://www.ocsb.ca,1125,45.2646,-75.7422,19,97,3,3,22,0,,,,90%,-6.0,52%,4.0,86%,-7.0,9,2,5-May-23,2020
2306,B67180,Ottawa CSB,Cath Dist Sch Brd (E/F),864331,St Mark High School,Catholic,Not applicable,Secondary,English,9-12,,,1040 Dozois Rd 1,Ottawa,Manotick,Ontario,K4M1B2,613-692-2552,613-692-2447,http://mrh.ocsb.ca,http://www.ocsb.ca,715,45.24442,-75.6481,5,99,0,1,26,0,,,,87%,0.0,69%,6.0,83%,-4.0,6,2,5-May-23,2020
2310,B67180,Ottawa CSB,Cath Dist Sch Brd (E/F),704873,St Matthew High School,Catholic,Not applicable,Secondary,English,9-12,,,6550 Bilberry Dr,Ottawa,Orleans,Ontario,K1C2S9,613-837-3161,613-830-8333,http://mth.ocsb.ca,http://www.ocsb.ca,625,45.48039,-75.5324,17,93,4,4,23,0,,,,82%,-10.0,43%,2.0,92%,-2.0,8,3,5-May-23,2020
2316,B67180,Ottawa CSB,Cath Dist Sch Brd (E/F),836265,St Nicholas Adult High School,Catholic,Not applicable,Secondary,English,9-12,,,893 Admiral Ave,Ottawa,Ottawa,Ontario,K1Z6L6,613-228-8888,613-228-9967,http://ads.ocsb.ca,http://www.ocsb.ca,1060,45.38417,-75.7291,29,96,12,12,2,0,,,,,,,,N/R,,25,9,5-May-23,2020
2318,B67180,Ottawa CSB,Cath Dist Sch Brd (E/F),816132,St Patrick's High School,Catholic,Not applicable,Secondary,English,9-12,,,2525 Alta Vista Dr,Ottawa,Ottawa,Ontario,K1V7T3,613-733-0501,613-526-3198,http://sph.ocsb.ca,http://www.ocsb.ca,935,45.37795,-75.66,43,96,20,20,15,0,,,,79%,3.0,45%,3.0,81%,6.0,32,15,5-May-23,2020
2320,B67180,Ottawa CSB,Cath Dist Sch Brd (E/F),689203,St Paul High School,Catholic,Not applicable,Secondary,English,9-12,,,2675 Draper Ave,Ottawa,Ottawa,Ontario,K2H7A1,613-820-9705,613-820-9390,http://pah.ocsb.ca,http://www.ocsb.ca,485,45.34159,-75.7926,20,100,5,5,30,0,,,,95%,11.0,60%,10.0,85%,6.0,20,10,5-May-23,2020
2322,B67180,Ottawa CSB,Cath Dist Sch Brd (E/F),843296,St Peter High School,Catholic,Not applicable,Secondary,English,9-12,,,750 Charlemagne Blvd,Ottawa,Orleans,Ontario,K4A3M4,613-837-9377,613-837-7235,http://peh.ocsb.ca,http://www.ocsb.ca,1215,45.47479,-75.4774,12,95,4,4,22,0,,,,87%,-6.0,52%,15.0,79%,-8.0,6,1,5-May-23,2020
2325,B67180,Ottawa CSB,Cath Dist Sch Brd (E/F),847313,St Pius X High School,Catholic,Not applicable,Secondary,English,9-12,,,1481 Fisher Ave,Ottawa,Ottawa,Ontario,K2C1X4,613-225-8105,613-225-9105,http://pih.ocsb.ca,http://www.ocsb.ca,810,45.36551,-75.7123,30,96,17,18,25,0,,,,95%,2.0,41%,-18.0,76%,-2.0,19,7,5-May-23,2020
2334,B67180,Ottawa CSB,Cath Dist Sch Brd (E/F),843510,St. Francis Xavier (9-12) Catholic School,Catholic,Not applicable,Secondary,English,9-12,,,3740 Spratt Rd,Ottawa,Gloucester,Ontario,K1V2M1,613-822-7900,613-822-0214,http://fxh.ocsb.ca,http://www.ocsb.ca,1425,45.28978,-75.6708,29,97,8,8,17,0,,,,89%,3.0,50%,-15.0,87%,-3.0,14,5,5-May-23,2020
2342,B67180,Ottawa CSB,Cath Dist Sch Brd (E/F),733288,St. Mother Teresa High School,Catholic,Not applicable,Secondary,English,9-12,,,440 Longfields Dr,Ottawa,Nepean,Ontario,K2J4T1,613-823-1663,613-823-4365,http://teh.ocsb.ca,http://www.ocsb.ca,1085,45.28541,-75.7391,24,97,11,10,20,0,,,,93%,3.0,72%,36.0,88%,2.0,10,2,5-May-23,2020
2347,B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),890243,A.Y. Jackson Secondary School,Public,Not applicable,Secondary,English,9-12,,,150 Abbeyhill Dr,Ottawa,Kanata,Ontario,K2L1H7,613-836-2527,613-836-5672,https://ayjacksonss.ocdsb.ca/,http://www.ocdsb.ca,700,45.29535,-75.8802,23,99,4,4,24,0,,,,90%,-3.0,50%,14.0,86%,-5.0,8,1,5-May-23,2020
2349,B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),947210,Adult High School,Public,Adult,Secondary,English,9-12,,,300 Rochester St,Ottawa,Ottawa,Ontario,K1R7N4,613-239-2707,613-232-1616,https://adulths.ocdsb.ca/,http://www.ocdsb.ca,790,45.40454,-75.7105,72,98,53,53,0,0,,,,23%,,16%,14.0,N/R,,31,13,5-May-23,2020
2357,B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),894362,Bell High School,Public,Not applicable,Secondary,English,9-12,,,40 Cassidy Rd,Ottawa,Nepean,Ontario,K2H6K1,613-828-9101,613-828-9022,https://bellhs.ocdsb.ca/,http://www.ocdsb.ca,605,45.32647,-75.8089,47,99,17,17,18,12,,,,73%,-5.0,21%,-37.0,81%,1.0,19,7,5-May-23,2020
2365,B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),896705,Brookfield High School,Public,Not applicable,Secondary,English,9-12,,,824 Brookfield Rd,Ottawa,Ottawa,Ontario,K1V6J3,613-733-0610,613-733-8452,https://brookfieldhs.ocdsb.ca/,http://www.ocdsb.ca,435,45.37266,-75.6848,45,100,10,15,30,0,,,,84%,12.0,29%,-4.0,76%,-2.0,25,10,5-May-23,2020
2366,B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),906514,Cairine Wilson Secondary School,Public,Not applicable,Secondary,English,9-12,,,975 Orleans Blvd,Ottawa,Orleans,Ontario,K1C2Z5,613-824-4411,613-824-5679,http://www.cairinewilsonss.ocdsb.ca/index.html,http://www.ocdsb.ca,625,45.48271,-75.5411,20,97,3,2,29,1,,,,87%,11.0,43%,-18.0,85%,0.0,6,2,5-May-23,2020
2368,B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),898317,Canterbury High School,Public,Not applicable,Secondary,English,9-12,,,900 Canterbury Ave,Ottawa,Ottawa,Ontario,K1G3A7,613-731-1191,613-731-5210,https://canterburyhs.ocdsb.ca/,http://www.ocdsb.ca,1010,45.38802,-75.6263,14,100,2,2,21,3,,,,87%,-3.0,49%,18.0,94%,3.0,13,5,5-May-23,2020
2379,B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),902586,Colonel By Secondary School,Public,Not applicable,Secondary,English,9-12,,,2381 Ogilvie Rd,Ottawa,Gloucester,Ontario,K1J7N4,613-745-9411,613-745-4680,https://colonelbyss.ocdsb.ca/,http://www.ocdsb.ca,1040,45.45504,-75.6,42,95,5,5,8,12,,,,92%,-3.0,N/R,,98%,3.0,11,2,5-May-23,2020
